ts,lag,api_total,api_success,api_429,api_429_ratio,duplicates
1782024743,0,0,0,0,0.0000,0
1782024745,0,0,0,0,0.0000,0
1782024747,9900,101,100,1,0.0099,0
1782024749,9900,101,100,1,0.0099,0
1782024751,9900,101,100,1,0.0099,0
1782024753,9900,101,100,1,0.0099,0
1782024756,9900,101,100,1,0.0099,0
1782024758,9900,101,100,1,0.0099,0
1782024760,9900,101,100,1,0.0099,0
1782024762,9900,101,100,1,0.0099,0
1782024764,9900,101,100,1,0.0099,0
1782024766,9900,101,100,1,0.0099,0
